,id,latitude,longitude,label,quality,max_mean-bright,max_std_bright,date,region
544,91763674,15.6167,32.48,2,6,,,2022-03-14,Omdurman
1763,1637283,-3.9675,122.5947,2,6,,,2022-03-14,Kendari
3711,2186059445,52.7894168,13.4551655,0,3,0.31273529411764706,4.88959280435099,2022-03-14,Brandenburg
2691,683689186,51.6641963,10.2130592,0,2,0.4034583333333333,12.392181334635982,2022-03-14,Niedersachsen
2293,7675119514,53.7879512,9.1386441,0,3,0.29259558823529414,7.269314893943437,2022-03-14,Niedersachsen
143,97837553,32.3062,118.3115,2,6,,,2022-03-14,Chuzhou
573,2829417732,51.8751886,6.574068,0,2,0.27950735294117646,7.519053111713906,2022-03-14,Nordrhein-Westfalen
2107,26336137,19.0833,74.7333,2,6,,,2022-03-14,Ahmadnagar
962,91651218,12.0444,-61.7417,2,6,,,2022-03-14,Saint George's
2379,4128820964,51.6746913,8.8842762,0,2,0.320514705882353,12.234709395974813,2022-03-14,Nordrhein-Westfalen
3462,6290384426,52.5462661,7.610077,0,2,0.518296568627451,7.715418329042316,2022-03-14,Niedersachsen
2325,4160086564,51.6372177,8.8652371,0,2,0.3556348039215687,8.271403769845202,2022-03-14,Nordrhein-Westfalen
2894,5801444335,51.668303,8.8833889,0,3,0.39872058823529416,9.866976483648228,2022-03-14,Nordrhein-Westfalen
333,2183432238,52.9194766,13.2975095,0,1,0.3664142156862745,9.389490284757386,2022-03-14,Brandenburg
2138,13611008,35.0833,137.1567,2,6,,,2022-03-14,Toyota
3657,73068070,16.06,108.25,2,6,,,2022-03-14,Quang Ha
3581,6976497,34.75,72.3572,2,6,,,2022-03-14,Saidu Sharif
1986,402950488,52.5746599,12.9345461,0,3,0.40185784313725487,9.526039218058921,2022-03-14,Brandenburg
682,5014376678,54.0011633,9.8707785,0,3,0.5309828431372549,12.650397217030644,2022-03-14,Schleswig-Holstein
463,1882035686,53.8839941,13.4269042,0,1,0.14284062342885873,9.14660867286718,2022-03-14,Mecklenburg-Vorpommern
1412,28995480,40.8523,122.7474,2,6,,,2022-03-14,Haicheng
3986,409121071,52.5576217,12.8875142,0,1,0.4092892156862745,8.760957386033574,2022-03-14,Brandenburg
2257,32641754,39.7771,-86.1458,2,6,,,2022-03-14,Indianapolis
1385,197078549,50.1834105,8.8525422,0,2,0.509029411764706,9.823181161079559,2022-03-14,Hessen
3903,29176415,37.56,126.99,2,6,,,2022-03-14,Seoul
764,74087551,-4.2667,15.2833,2,6,,,2022-03-14,Brazzaville
3661,6322546638,50.8283353,6.3945482,0,2,0.28206617647058824,11.579709752785247,2022-03-14,Nordrhein-Westfalen
2243,6290348423,52.4444351,7.5621064,0,3,0.4698088235294118,10.916156185433756,2022-03-14,Niedersachsen
2921,15902765,27.0387,118.3215,2,6,,,2022-03-14,Jian'ou
2784,19971180,6.9167,122.0833,2,6,,,2022-03-14,Zamboanga City
898,1902543320,51.9859989,10.8398542,0,2,0.33336274509803926,15.30247070588502,2022-03-14,Sachsen-Anhalt
1585,25203552,34.4996,109.4684,2,6,,,2022-03-14,Weinan
2750,254214300,51.4646394,6.4204844,0,3,0.4986617647058824,20.138749298176595,2022-03-14,Nordrhein-Westfalen
2310,5624172648,52.5775022,11.5260439,0,2,0.37115931372549016,11.154147822640539,2022-03-14,Sachsen-Anhalt
1280,7126109678,53.7104343,13.3385047,0,2,0.2600735294117647,14.594433174006518,2022-03-14,Mecklenburg-Vorpommern
70,53511797,6.45,3.4,2,6,,,2022-03-14,Lagos
1444,8309681,24.3264,109.4281,2,6,,,2022-03-14,Liuzhou
1269,18549043,25.61,85.1414,2,6,,,2022-03-14,Patna
3323,9294979438,54.186387,8.9274421,0,3,0.4690661764705883,15.35092212781414,2022-03-14,Schleswig-Holstein
3761,20467255,34.7513,112.9854,2,6,,,2022-03-14,Zijinglu
3126,87299439,47.4585,126.9632,2,6,,,2022-03-14,Hailun
3219,1282040788,52.177352,10.2601132,0,3,0.3820514705882353,20.919022216800037,2022-03-14,Niedersachsen
6,7884114287,54.652442,8.8811319,0,2,0.34632598039215684,15.259605822416347,2022-03-14,Schleswig-Holstein
1339,47900343,57.6717,11.981,2,6,,,2022-03-14,Gothenburg
1709,5718245990,53.4920367,9.4770585,0,2,0.13370833333333332,9.631205159526298,2022-03-14,Niedersachsen
1403,2036457523,53.9552332,8.9710162,0,2,0.504639705882353,16.747030867217596,2022-03-14,Schleswig-Holstein
785,83216338,42.8667,74.5667,2,6,,,2022-03-14,Bishkek
2476,656198168,54.5080319,11.0646819,0,2,0.23425490196078427,12.746809991399513,2022-03-14,Schleswig-Holstein
1666,8381593,-13.1117,14.3672,2,6,,,2022-03-14,Cubal
338,3327065203,53.2923635,12.2197023,0,1,0.31846078431372554,14.093797043962097,2022-03-14,Brandenburg
2702,5429333690,52.7013388,7.8216539,0,3,0.42803186274509797,17.772000867003495,2022-03-14,Niedersachsen
2033,6227321521,54.3379637,10.9911031,0,1,0.2792107843137254,9.598225205500883,2022-03-14,Schleswig-Holstein
2040,2229048061,52.3778373,10.9732122,0,2,0.33117401960784315,9.698101052106445,2022-03-14,Niedersachsen
2442,65398262,28.6667,77.4167,2,6,,,2022-03-14,Ghaziabad
543,48532024,33.4258,43.2992,2,6,,,2022-03-14,Ar Ramadi
346,75627697,36.3833,119.75,2,6,,,2022-03-14,Gaomi
1646,36923649,-0.22,-78.5125,2,6,,,2022-03-14,Quito
892,4373057,13.1667,-61.2333,2,6,,,2022-03-14,Kingstown
3345,3834112966,51.543533,8.7059097,0,1,0.23151960784313727,9.91754794065524,2022-03-14,Nordrhein-Westfalen
2028,500126911,53.6703438,8.5917873,0,3,0.5261323529411764,12.039447306785306,2022-03-14,Niedersachsen
3384,4128820907,51.6707028,8.8882026,0,1,0.37583823529411764,10.262713345098966,2022-03-14,Nordrhein-Westfalen
1097,7122855038,52.8592303,8.5025686,0,2,0.39325000000000004,12.41876453757622,2022-03-14,Niedersachsen
1331,39736587,7.5006,134.6242,2,6,,,2022-03-14,Ngerulmud
1451,50612804,33.5992,-7.62,2,6,,,2022-03-14,Casablanca
3722,47467430,30.05,70.6333,2,6,,,2022-03-14,Dera Ghazi Khan
1630,5848724607,48.7308003,10.2168589,0,3,0.08658578431372549,20.207746456140804,2022-03-14,Baden-WÃ¼rttemberg
3047,30791454,-15.5958,-56.0969,2,6,,,2022-03-14,Cuiaba
2836,16203077,-25.9153,32.5764,2,6,,,2022-03-14,Maputo
3771,71186536,35.7004,114.98,2,6,,,2022-03-14,Puyang Chengguanzhen
2859,7355146517,51.9630631,9.0745665,0,2,0.5705857214680744,8.31405215502905,2022-03-14,Nordrhein-Westfalen
1597,45904214,51.9225,4.4792,2,6,,,2022-03-14,Rotterdam
269,692799983,52.1722826,11.5538853,0,2,0.4750024509803921,12.67163340092257,2022-03-14,Sachsen-Anhalt
3913,4090611532,53.9356673,10.5422801,0,1,0.5079142156862745,8.679749770654512,2022-03-14,Schleswig-Holstein
748,472361042,52.5578876,9.051001,0,3,0.36808578431372546,7.682007848349555,2022-03-14,Niedersachsen
1484,70295163,34.4333,35.8333,2,6,,,2022-03-14,Tripoli
2763,82290717,-23.5228,-46.1931,2,6,,,2022-03-14,Mogi das Cruzes
753,88001347,35.5614,139.7161,2,6,,,2022-03-14,Ota-ku
749,32479114,49.2842,120.7283,2,6,,,2022-03-14,Yakeshi
826,84599947,6.1667,6.7833,2,6,,,2022-03-14,Onitsha
1467,1486947684,52.4088331,14.4328945,0,2,0.2909632352941176,7.555593045215707,2022-03-14,Brandenburg
904,2342986270,51.5824526,8.6589435,0,2,0.5537254901960784,7.204759788262294,2022-03-14,Nordrhein-Westfalen
103,6815782388,51.8136199,8.9345222,0,2,0.32079688285570634,12.993712616340376,2022-03-14,Nordrhein-Westfalen
2161,299494406,53.7405211,10.3947469,0,2,0.4947009803921568,10.909578168078216,2022-03-14,Schleswig-Holstein
69,5131879952,51.7248987,8.8292956,0,2,0.3719779411764706,7.280893140520405,2022-03-14,Nordrhein-Westfalen
44,759747885,52.4611715,14.4453315,0,2,0.44339215686274513,9.339816627051215,2022-03-14,Brandenburg
489,4994788740,53.932015,10.5482898,0,2,0.4175588235294118,6.730132269101714,2022-03-14,Schleswig-Holstein
2106,5624172652,52.5819592,11.5184537,0,2,0.46900735294117646,12.47127037506375,2022-03-14,Sachsen-Anhalt
3191,656215396,54.4810515,11.2334937,0,2,0.20373039215686276,20.409389358855098,2022-03-14,Schleswig-Holstein
1778,2662966816,53.2638973,14.2764843,0,3,0.3022622549019608,8.856856739291475,2022-03-14,Brandenburg
197,53866320,-31.6333,-60.7,2,6,,,2022-03-14,Santa Fe
2548,4244263041,52.2165042,14.2319012,0,3,0.2616446078431372,8.682808263303786,2022-03-14,Brandenburg
3765,51303270,35.8078,139.7242,2,6,,,2022-03-14,Kawaguchi
866,28653945,19.1903,-96.1533,2,6,,,2022-03-14,Veracruz
1920,87057381,4.175,73.5083,2,6,,,2022-03-14,Male
2200,37723280,13.6989,-89.1914,2,6,,,2022-03-14,San Salvador
2370,22407504,21.4664,-71.136,2,6,,,2022-03-14,Grand Turk
479,6300928045,50.1130889,7.5430414,0,3,0.20400980392156864,13.83491264597105,2022-03-14,Rheinland-Pfalz
1437,77336079,2.3528,-76.6819,2,6,,,2022-03-14,Timbio
156,36792298,7.5304,5.76,2,6,,,2022-03-14,Ikare
806,91195476,-7.3333,108.2,2,6,,,2022-03-14,Tasikmalaya
251,27942907,23.8333,91.2667,2,6,,,2022-03-14,Agartala
1816,43774137,-10.7167,25.4667,2,6,,,2022-03-14,Kolwezi
3733,4583855920,51.6475883,8.9074903,0,3,0.26521813725490195,9.679140156694736,2022-03-14,Nordrhein-Westfalen
3969,27232816,10.4,-71.4333,2,6,,,2022-03-14,Cabimas
3043,2142670599,51.7406507,8.9266046,0,3,0.29674754901960787,9.065854459280677,2022-03-14,Nordrhein-Westfalen
2004,14881123,14.7167,121.1167,2,6,,,2022-03-14,Rodriguez
3788,344533410,51.4803956,6.4550245,0,1,0.8417132352941176,14.706427260390575,2022-03-14,Nordrhein-Westfalen
829,91184726,10.7924,106.7518,2,6,,,2022-03-14,Thu Duc
1795,412174961,53.2228499,12.206633,0,3,0.545062845651081,11.148245396974103,2022-03-14,Brandenburg
2898,66803359,40.0077,-75.1339,2,6,,,2022-03-14,Philadelphia
3708,66593465,23.67,116.63,2,6,,,2022-03-14,Chaozhou
390,4217303544,53.8311317,12.3194587,0,2,0.28079411764705886,14.935320727166564,2022-03-14,Mecklenburg-Vorpommern
3997,69841385,2.8883,-75.4339,2,6,,,2022-03-14,Palermo
2892,8812602509,52.9020847,9.1287241,0,2,0.49056127450980397,10.748187559857863,2022-03-14,Niedersachsen
2789,4327034851,53.9648953,8.9188067,0,3,0.44109803921568635,17.995090071845414,2022-03-14,Schleswig-Holstein
2463,11610494,34.1511,113.4733,2,6,,,2022-03-14,Yingchuan
2797,4327034840,53.9607752,8.9178921,0,3,0.41735796882855697,15.680690226861419,2022-03-14,Schleswig-Holstein
2612,68507089,30.3004,-97.7522,2,6,,,2022-03-14,Austin
2605,93204560,36.3167,139,2,6,,,2022-03-14,Takasaki
1085,2342986245,51.5820074,8.6524777,0,2,0.39358578431372554,7.850663115475271,2022-03-14,Nordrhein-Westfalen
2467,30278282,35.6,116.9833,2,6,,,2022-03-14,Qufu
2872,2378106056,52.6168222,10.3726443,0,3,0.29153186274509807,9.920099166212795,2022-03-14,Niedersachsen
2962,1753294224,53.3563616,7.0138951,0,2,0.2994338235294118,9.139599167159556,2022-03-14,Niedersachsen
296,62404100,30.2965,108.9378,2,6,,,2022-03-14,Lichuan
78,1056019386,54.0030041,11.7243006,0,2,0.3294093137254902,19.926542921282646,2022-03-14,Mecklenburg-Vorpommern
2904,50634233,53.3497,-6.2603,2,6,,,2022-03-14,Dublin
3747,13055872,22.1511,-100.9761,2,6,,,2022-03-14,San Luis Potosi
3223,43452389,31.8576,106.7559,2,6,,,2022-03-14,Bazhou
10,5391037230,52.5086688,11.2000931,0,1,0.6459558823529412,14.869871103865874,2022-03-14,Sachsen-Anhalt
855,72485019,37.3806,118.0125,2,6,,,2022-03-14,Binzhou
2568,33970887,32.8986,115.8045,2,6,,,2022-03-14,Fuyang
775,50113076,34.2667,108.9,2,6,,,2022-03-14,Xi'an
307,56385674,18.2167,-63.05,2,6,,,2022-03-14,The Valley
1414,4369774430,53.9845442,9.0388367,0,2,0.32721813725490195,7.657885768316409,2022-03-14,Schleswig-Holstein
2497,40512533,40.1878,29.0822,2,6,,,2022-03-14,Yildirim
3713,44795771,48.48,124.8738,2,6,,,2022-03-14,Nehe
800,5172745257,51.7099901,8.8570225,0,3,0.2611887254901961,13.094497560872089,2022-03-14,Nordrhein-Westfalen
3424,88101513,23.7289,90.3944,2,6,,,2022-03-14,Dhaka
1516,9294983341,54.194225,8.9265169,0,3,0.4787867647058824,16.02423179152941,2022-03-14,Schleswig-Holstein
3777,12911195,28.4353,77.3147,2,6,,,2022-03-14,Faridabad
2623,19530209,14.75,-17.4,2,6,,,2022-03-14,Pikine
3353,83333578,41.7225,44.7925,2,6,,,2022-03-14,Tbilisi
3362,88299041,12.1667,6.6667,2,6,,,2022-03-14,Gusau
368,19296867,31.6189,113.8229,2,6,,,2022-03-14,Guangshui
2667,66016237,7.2167,124.25,2,6,,,2022-03-14,Cotabato
3631,7564444159,54.7880185,9.0734392,0,2,0.24596323529411765,11.595090378436781,2022-03-14,Schleswig-Holstein
3889,16120080,31.7083,74,2,6,,,2022-03-14,Shekhupura
473,26146005,43.9,125.2,2,6,,,2022-03-14,Changchun
1013,55459442,30.1286,31.2422,2,6,,,2022-03-14,Shubra al Khaymah
3273,82246271,19.32,84.8,2,6,,,2022-03-14,Brahmapur
3518,86388178,-10.4167,105.7167,2,6,,,2022-03-14,Flying Fish Cove
2079,5766268020,50.8178339,9.1490069,0,2,0.3250122549019608,10.815128325407624,2022-03-14,Hessen
3641,52253423,35.4667,44.4,2,6,,,2022-03-14,Kirkuk
383,7765447444,53.0558568,13.9888377,0,1,0.35640441176470583,13.739145870701906,2022-03-14,Brandenburg
3024,76786992,-7.2306,-35.8811,2,6,,,2022-03-14,Campina Grande
1400,8292038503,53.9802929,9.4125327,0,2,0.38237499999999996,7.3377980893019945,2022-03-14,Schleswig-Holstein
418,56252757,8.76,-75.8856,2,6,,,2022-03-14,Monteria
2870,63629899,27.0284,106.0327,2,6,,,2022-03-14,Qianxi
2635,656215409,54.4850614,11.2264169,0,1,0.4895759803921569,6.7356257569738105,2022-03-14,Schleswig-Holstein
409,7581505758,54.265025,8.9531459,0,2,0.32300245098039215,11.421971406585055,2022-03-14,Schleswig-Holstein
893,99845306,12.11,15.05,2,6,,,2022-03-14,N'Djamena
476,53441309,41.5757,120.4486,2,6,,,2022-03-14,Chaoyang
2136,6442526007,49.5813287,7.2086942,0,3,0.4163774509803922,6.474770764080105,2022-03-14,Rheinland-Pfalz
2990,9219075,-38.0996,145.2834,2,6,,,2022-03-14,Cranbourne
2018,5584608828,54.5297994,9.1062196,0,2,0.5498357843137256,9.116724324695287,2022-03-14,Schleswig-Holstein
1760,70297715,-5.8961,22.4167,2,6,,,2022-03-14,Kananga
843,412174962,53.2203626,12.2077538,0,3,0.35135049019607845,28.20721018512045,2022-03-14,Brandenburg
1300,6815782387,51.8099307,8.9366985,0,1,0.3682867647058824,17.968987174373222,2022-03-14,Nordrhein-Westfalen
2569,40758274,-3.7956,102.2592,2,6,,,2022-03-14,Bengkulu
1005,1019284967,54.1740545,8.8545343,0,1,0.5935441176470588,7.152233543580197,2022-03-14,Schleswig-Holstein
3045,75675233,45.5372,-122.65,2,6,,,2022-03-14,Portland
303,95068476,24.0667,120.5333,2,6,,,2022-03-14,Changhua
540,761664087,50.6412224,6.2769822,0,2,0.20764705882352943,9.403370631376028,2022-03-14,Nordrhein-Westfalen
2968,5546129,10.52,76.21,2,6,,,2022-03-14,Trichur
231,70805027,38.5168,102.1866,2,6,,,2022-03-14,Jinchang
774,6318762691,53.8715017,12.2217105,0,2,0.25492647058823525,8.251973062866897,2022-03-14,Mecklenburg-Vorpommern
610,8220755222,50.1676529,6.2428736,0,3,0.4820661764705883,5.337715390270509,2022-03-14,Rheinland-Pfalz
2915,7352355403,53.332141,13.779432,0,2,0.30712500000000004,10.537657160350609,2022-03-14,Brandenburg
2591,7020537329,52.9246156,7.56367,0,2,0.4572573529411764,6.697518879359562,2022-03-14,Niedersachsen
1192,85774738,32.7816,117.9899,2,6,,,2022-03-14,Mingguang
3258,77053001,45.75,126.6333,2,6,,,2022-03-14,Harbin
1181,1187120382,51.0398101,10.6240365,0,3,0.32715686274509803,9.3833729735626,2022-03-14,ThÃ¼ringen
2625,36647235,36.0617,103.8318,2,6,,,2022-03-14,Lanzhou
2674,68228488,37.5,122.1,2,6,,,2022-03-14,Weihai
3451,72995524,23.55,87.32,2,6,,,2022-03-14,Durgapur
1397,2011013761,53.730911,13.3239425,0,1,0.40426960784313726,9.219855414254946,2022-03-14,Mecklenburg-Vorpommern
3437,797226905,52.199626,11.6813965,0,3,0.3207918552036199,15.92520330166064,2022-03-14,Sachsen-Anhalt
2114,28230548,49.1858,-2.11,2,6,,,2022-03-14,Saint Helier
570,82506574,29.2649,88.8799,2,6,,,2022-03-14,Xigaze
399,9969685,36.3069,59.6042,2,6,,,2022-03-14,Mashhad
1500,48417832,54.3667,18.6333,2,6,,,2022-03-14,Gdansk
3301,98811974,17.6715,75.9104,2,6,,,2022-03-14,Solapur
158,5041465664,51.4446282,8.6883025,0,3,0.5235857843137255,5.6226419536647905,2022-03-14,Nordrhein-Westfalen
3846,97733788,-8.5833,116.1167,2,6,,,2022-03-14,Mataram
1287,72511068,38.7689,125.4505,2,6,,,2022-03-14,Nampo
768,16979583,-2.9833,104.7644,2,6,,,2022-03-14,Palembang
1559,65323118,35.5667,-5.3667,2,6,,,2022-03-14,Tetouan
2944,1316431339,54.1458566,10.8966296,0,3,0.3685808823529412,7.537325071628063,2022-03-14,Schleswig-Holstein
62,61677004,35.4167,136.7667,2,6,,,2022-03-14,Gifu
605,95351445,25.5102,103.8029,2,6,,,2022-03-14,Qujing
1386,2836074415,51.8669873,6.5747027,0,2,0.418686274509804,7.552445920769672,2022-03-14,Nordrhein-Westfalen
3067,32747355,51.11,17.0325,2,6,,,2022-03-14,Wroclaw
967,7564380171,54.7865402,9.0783624,0,3,0.3755220588235294,10.172199439847216,2022-03-14,Schleswig-Holstein
1243,2767228217,51.5391014,8.678387,0,2,0.5777500000000001,7.102623860938547,2022-03-14,Nordrhein-Westfalen
1169,2328408364,53.6329696,7.4197677,0,2,0.3486421568627451,17.780734095280682,2022-03-14,Niedersachsen
3150,91165391,23.6833,86.9667,2,6,,,2022-03-14,Asansol
3077,87129498,29.4761,113.448,2,6,,,2022-03-14,Chang'an
1904,6937408705,53.342959,13.761413,0,3,0.3691544117647059,13.867075673667662,2022-03-14,Brandenburg
670,91540233,22.15,82.0167,2,6,,,2022-03-14,Bilaspur
2988,35517624,23.1828,75.7772,2,6,,,2022-03-14,Ujjain
1648,3605794375,54.0486626,9.4184543,0,2,0.48379166666666656,14.736486462655417,2022-03-14,Schleswig-Holstein
3480,2202400077,53.2252717,7.3774746,0,3,0.33134068627450985,7.879891598812768,2022-03-14,Niedersachsen
3863,4088635425,51.5507872,8.8294558,0,3,0.5374240196078431,9.223916527528663,2022-03-14,Nordrhein-Westfalen
1721,7246360435,51.9990882,12.8320787,0,3,0.1570294117647059,10.880189824107001,2022-03-14,Brandenburg
678,78096293,34.5809,105.7311,2,6,,,2022-03-14,Qincheng
2162,2328408399,53.627566,7.4188729,0,2,0.209703431372549,30.643999418268194,2022-03-14,Niedersachsen
14,3624442154,54.124833,9.5004355,0,3,0.31672549019607843,17.31880239120112,2022-03-14,Schleswig-Holstein
2445,4217303541,53.828107,12.3146695,0,1,0.35785539215686274,10.178823942267513,2022-03-14,Mecklenburg-Vorpommern
2761,9591075,-6.2146,106.8451,2,6,,,2022-03-14,Jakarta
3751,7884253207,54.7607204,8.9138311,0,3,0.28029901960784315,12.221222320141049,2022-03-14,Schleswig-Holstein
3350,46817054,43.4186,-80.4728,2,6,,,2022-03-14,Kitchener
431,37653442,-3.4283,29.925,2,6,,,2022-03-14,Gitega
1095,8662325062,53.3904825,9.2878306,0,2,0.2747230392156863,9.729043723432735,2022-03-14,Niedersachsen
1513,26791390,14.5842,121.1763,2,6,,,2022-03-14,Antipolo
2900,17771325,-20.1667,57.5,2,6,,,2022-03-14,Port Louis
3221,76841976,-31.7719,-52.3428,2,6,,,2022-03-14,Pelotas
3277,86789788,34.602,105.918,2,6,,,2022-03-14,Beidao
3316,5174797666,53.503085,11.8764436,0,2,0.6577450980392157,10.78094892932798,2022-03-14,Mecklenburg-Vorpommern
2787,13276002,50.9422,6.9578,2,6,,,2022-03-14,Cologne
1,63797547,33.7981,-118.1675,2,6,,,2022-03-14,Long Beach
1687,93816859,41.0719,28.9664,2,6,,,2022-03-14,Kagithane
2793,22956608,30.0687,-89.9288,2,6,,,2022-03-14,New Orleans
1849,84745562,21.1967,110.4031,2,6,,,2022-03-14,Zhanjiang
2483,6937408706,53.345011,13.758736,0,1,0.3927254901960785,15.720483113731222,2022-03-14,Brandenburg
362,7884253244,54.7611934,8.9412731,0,2,0.3251666666666666,6.124708371996395,2022-03-14,Schleswig-Holstein
2805,467443794,51.864812,13.55518,0,2,0.2458063725490196,5.890487982435319,2022-03-14,Brandenburg
3754,13170218,36.8064,127.1522,2,6,,,2022-03-14,Ch'onan
2190,31909357,31.9579,119.1595,2,6,,,2022-03-14,Jurong
93,4714563251,53.5120433,9.4624683,0,2,0.44238970588235293,13.391795770615925,2022-03-14,Niedersachsen
1698,7686152589,53.7784266,8.9728539,0,3,0.42790196078431375,9.739458536364399,2022-03-14,Niedersachsen
2818,42117607,31.95,35.9333,2,6,,,2022-03-14,Amman
2440,2036457541,53.9615456,8.9678344,0,2,0.48310539215686266,7.6585078899814905,2022-03-14,Schleswig-Holstein
1953,2162693068,51.5125443,7.9364354,0,3,0.2930588235294117,17.445873110925284,2022-03-14,Nordrhein-Westfalen
1845,9038754031,51.7202893,11.4618598,0,2,0.410610294117647,8.376039107458181,2022-03-14,Sachsen-Anhalt
3154,43876146,-8.9167,13.1833,2,6,,,2022-03-14,Talatona
1040,17125516,26.6446,-81.9956,2,6,,,2022-03-14,Cape Coral
966,3602182038,53.9975968,9.0588977,0,2,0.5427107843137254,8.073202589093263,2022-03-14,Schleswig-Holstein
2769,6155555,56.3269,44.0075,2,6,,,2022-03-14,Nizhniy Novgorod
349,91674697,52.23,21.0111,2,6,,,2022-03-14,Warsaw
3507,3988658,38.4261,77.25,2,6,,,2022-03-14,Shache
340,5349206473,53.5890011,10.6483599,0,3,0.24361519607843138,15.077220818420344,2022-03-14,Schleswig-Holstein
1073,89207661,30.652,113.8274,2,6,,,2022-03-14,Hanchuan
2367,7221273612,52.645964,14.032963,0,1,0.38815196078431374,14.351541293869147,2022-03-14,Brandenburg
515,5147546106,52.6671432,8.5234509,0,3,0.44031674208144794,7.174257883747955,2022-03-14,Niedersachsen
3602,4716448939,53.9390802,10.5720971,0,2,0.5426274509803921,18.293772452387646,2022-03-14,Schleswig-Holstein
1697,7868757457,52.7939901,7.0836417,0,2,0.30545833333333333,9.607800033301167,2022-03-14,Niedersachsen
1271,393950125,52.5171132,12.9025995,0,2,0.27801470588235294,8.025900631347977,2022-03-14,Brandenburg
1567,8301582164,54.6350659,9.0642192,0,2,0.46477205882352934,14.933907984522566,2022-03-14,Schleswig-Holstein
3080,656213976,54.4662812,11.2542016,0,1,0.392468137254902,7.944623406098718,2022-03-14,Schleswig-Holstein
2448,2378087278,52.6100407,10.3665289,0,2,0.3246838235294118,9.324665177775938,2022-03-14,Niedersachsen
3623,366365052,51.7226829,8.8663887,0,3,0.2769166666666667,13.547680224670154,2022-03-14,Nordrhein-Westfalen
2606,82825746,45.542,131.8666,2,6,,,2022-03-14,Mishan
1861,62138428,23.3556,85.3347,2,6,,,2022-03-14,Ranchi
3519,1902543391,51.9910336,10.8382769,0,2,0.3416151960784314,8.76789156326633,2022-03-14,Sachsen-Anhalt
3651,8292038497,53.978807,9.4065809,0,2,0.3355441176470588,7.0378028221167055,2022-03-14,Schleswig-Holstein
100,48578481,-1.1489,116.9031,2,6,,,2022-03-14,Balikpapan
1713,470856465,52.8585553,12.4777283,0,3,0.5140661764705882,15.861216497485117,2022-03-14,Brandenburg
1480,46100531,24.4511,54.3969,2,6,,,2022-03-14,Abu Dhabi
1009,4532623962,51.6274972,8.9296147,0,2,0.3864019607843137,17.233320816711448,2022-03-14,Nordrhein-Westfalen
751,69082909,39.8143,113.0946,2,6,,,2022-03-14,Yunzhong
604,68030966,-22.7253,-47.6492,2,6,,,2022-03-14,Piracicaba
2217,76800873,-23.5019,-47.4578,2,6,,,2022-03-14,Sorocaba
1967,2194912576,53.2426986,12.1305857,0,2,0.3400490196078432,6.935775142909,2022-03-14,Brandenburg
2014,44028047,42.3834,-83.1024,2,6,,,2022-03-14,Detroit
3371,62509133,-41.2889,174.7772,2,6,,,2022-03-14,Wellington
559,759747906,52.4588389,14.4435887,0,2,0.26976960784313725,9.775614478067917,2022-03-14,Brandenburg
3152,1310123757,49.5542396,10.5823911,0,3,0.6451568627450981,12.227588978547013,2022-03-14,Bayern
3789,71755151,27.1869,31.1714,2,6,,,2022-03-14,Asyut
99,54956674,13.75,121.05,2,6,,,2022-03-14,Batangas
3619,9097667501,51.6290603,6.1431447,0,3,0.5645122549019608,9.42617467131287,2022-03-14,Nordrhein-Westfalen
2890,6575485,11.8333,13.15,2,6,,,2022-03-14,Maiduguri
1499,87458225,30.1697,121.2665,2,6,,,2022-03-14,Xushan
2664,28983453,27.1172,114.9793,2,6,,,2022-03-14,Ji'an
1052,458728279,51.6193644,8.5700716,0,2,0.371279537456008,16.880578956969224,2022-03-14,Nordrhein-Westfalen
590,36049517,29.2785,120.2282,2,6,,,2022-03-14,Dongyang
2468,1923888495,52.7868844,13.4593607,0,2,0.21851960784313726,11.654946660204438,2022-03-14,Brandenburg
2764,7545830385,52.7021086,7.8540659,0,3,0.3584264705882353,7.923685374240543,2022-03-14,Niedersachsen
3721,93442169,35.6464,139.6533,2,6,,,2022-03-14,Setagaya
2961,2053547,-31.9522,115.8589,2,6,,,2022-03-14,Perth
2211,90479729,36.2333,-115.2654,2,6,,,2022-03-14,Las Vegas
369,22166360,10.3158,9.8442,2,6,,,2022-03-14,Bauchi
1525,5028590550,49.2414709,9.8102975,0,2,0.20877450980392157,13.926331417833026,2022-03-14,Baden-WÃ¼rttemberg
523,8416454057,51.7322434,11.6461457,0,2,0.3214975490196078,12.32424122450098,2022-03-14,Sachsen-Anhalt
1769,7494218434,51.6247487,9.3660979,0,2,0.44238970588235293,6.326682720072639,2022-03-14,Nordrhein-Westfalen
1993,2043381,28.6842,115.8872,2,6,,,2022-03-14,Nanchang
408,37630448,41.1918,-73.1953,2,6,,,2022-03-14,Bridgeport
3588,16965068,25.0881,117.0244,2,6,,,2022-03-14,Longyan
2902,4407724288,53.9406751,9.0534747,0,2,0.4852254901960784,9.608735561039856,2022-03-14,Schleswig-Holstein
3291,7884016459,54.635903,8.897526,0,2,0.22398529411764706,12.546344114779306,2022-03-14,Schleswig-Holstein
561,60318576,43.6045,1.444,2,6,,,2022-03-14,Toulouse
2032,68147019,40.082,113.2981,2,6,,,2022-03-14,Xiping
1317,86017617,33.7627,-84.4224,2,6,,,2022-03-14,Atlanta
3558,72007775,3.1478,101.6953,2,6,,,2022-03-14,Kuala Lumpur
471,7836221484,51.0336327,10.6206238,0,3,0.2834117647058824,7.306084827355734,2022-03-14,ThÃ¼ringen
